Fuel type,body type,transmission,ownerNo,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.09,Third Party insurance,94540,22.38,5,Red,Hyderabad
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2018,9.91,Comprehensive,96620,13.0,5,White,Hyderabad
Diesel,MUV,Manual,3,Toyota,Toyota Innova,2013,7.5,Third Party insurance,90000,12.99,8,Gray,Hyderabad
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2016,4.96,Third Party insurance,104436,18.9,5,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2017,2.98,Third Party insurance,28545,22.7,5,Brown,Hyderabad
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,7.2,Third Party insurance,66500,18.78,5,Red,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,5.83,Third Party insurance,80133,18.6,5,Others,Hyderabad
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,11.25,Third Party insurance,106000,14.84,5,Black,Hyderabad
Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2020,9.82,Third Party,26852,18.55,5,Blue,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,4.58,Third Party insurance,59990,22.38,5,Others,Hyderabad
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2015,9.5,Third Party insurance,110000,16.0,7,Others,Hyderabad
Diesel,Sedan,Manual,1,Honda,Honda City,2018,8.53,Third Party,75135,25.6,5,White,Hyderabad
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2019,6.0,Third Party insurance,50000,18.9,5,Others,Hyderabad
Petrol,Sedan,Manual,1,Honda,Honda Civic,2010,3.9,Third Party insurance,73000,13.5,5,Silver,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2018,6.2,Third Party insurance,70000,21.4,5,Others,Hyderabad
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2006,4.0,Third Party insurance,120000,12.7,8,Others,Hyderabad
Diesel,SUV,Manual,1,Tata,Tata New Safari,2021,22.0,Third Party insurance,20000,16.14,7,Others,Hyderabad
Diesel,MUV,Manual,1,Toyota,Toyota Innova,2012,7.5,Third Party insurance,120000,12.99,7,Others,Hyderabad
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,9.75,Third Party insurance,120000,12.99,7,Gold,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,4.47,Third Party,50824,22.38,5,Others,Hyderabad
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2013,4.1,Third Party insurance,85507,22.9,5,Others,Hyderabad
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2010,3.3,Third Party insurance,70000,16.8,5,Others,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,3.72,Comprehensive,75773,18.5,5,Others,Hyderabad
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.7,Third Party insurance,62000,24.0,5,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,2.97,Third Party,47004,20.36,5,Red,Hyderabad
Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2014,4.2,Third Party insurance,110000,20.14,5,Others,Hyderabad
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2013,4.06,Comprehensive,97085,22.9,5,Silver,Hyderabad
Diesel,Sedan,Manual,3,Hyundai,Hyundai Verna,2014,5.61,Third Party insurance,87449,22.32,5,Silver,Hyderabad
Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,2016,3.5,Third Party insurance,100000,23.2,5,Others,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,2012,1.93,Third Party insurance,53338,19.7,5,Silver,Hyderabad
Petrol,Sedan,Manual,2,Honda,Honda City,2011,4.0,Third Party insurance,120000,17.0,5,Others,Hyderabad
Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,7.65,Third Party insurance,78000,22.54,5,White,Hyderabad
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,19.99,Third Party insurance,112000,13.68,7,c bronze,Hyderabad
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2022,8.5,Third Party insurance,10000,18.75,5,White,Hyderabad
Petrol,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2022,10.0,Third Party insurance,20000,17.03,5,Black,Hyderabad
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2012,5.56,Third Party insurance,89000,15.1,7,White,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,2008,1.0,Third Party insurance,100000,19.7,5,Others,Hyderabad
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2021,10.5,Third Party insurance,20000,19.01,7,Others,Hyderabad
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2022,9.09,Third Party insurance,13918,20.0,5,Brown,Hyderabad
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2020,7.34,Third Party,28839,18.75,5,Brown,Hyderabad
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2017,4.5,Third Party insurance,30000,23.1,5,Red,Hyderabad
Petrol,Hatchback,Automatic,1,Datsun,Datsun RediGO,2018,3.56,Comprehensive,16097,23.0,5,Red,Hyderabad
Petrol,Hatchback,Automatic,1,Volkswagen,Volkswagen Polo,2021,8.35,Third Party,23683,16.47,5,Silver,Hyderabad
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2023,31.0,Third Party insurance,10000,19.24556842105263,7,Others,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2013,2.33,Third Party insurance,48471,24.39,5,Silver,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2013,2.21,Third Party insurance,62437,24.39,5,Silver,Hyderabad
Petrol,Sedan,Automatic,1,Tata,Tata Tigor,2018,5.49,Third Party insurance,45000,20.3,5,Blue,Hyderabad
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2022,8.81,Third Party insurance,15992,20.65,5,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,3.25,Third Party insurance,34000,24.7,5,Grey,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2008,2.5,Third Party insurance,45000,20.36,5,White,Hyderabad
Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2016,8.1,Third Party insurance,90000,24.2,7,Grey,Hyderabad
Diesel,SUV,Automatic,1,Tata,Tata Nexon,2018,12.0,Third Party insurance,40000,21.5,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,6.5,Comprehensive,22907,22.38,5,White,Hyderabad
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.15,Third Party insurance,79000,33.54,5,Silver,Hyderabad
Diesel,Sedan,Manual,2,Hyundai,Hyundai Xcent,2016,3.4,Third Party insurance,90000,24.4,5,White,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2019,3.33,Third Party insurance,16903,24.7,5,Red,Hyderabad
Petrol,Hatchback,Automatic,1,Nissan,Nissan Micra,2018,5.68,Third Party insurance,36874,19.15,5,Blue,Hyderabad
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2017,6.5,Third Party insurance,60000,19.12,5,Others,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,3.29,Third Party,29994,18.9,5,Silver,Hyderabad
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i20,2019,8.06,Third Party insurance,26416,17.4,5,Silver,Hyderabad
Diesel,Sedan,Manual,2,Skoda,Skoda Rapid,2018,7.75,Third Party insurance,70000,21.13,5,Others,Hyderabad
Petrol,SUV,Manual,2,Honda,Honda WR-V,2018,6.55,Third Party insurance,27581,17.5,5,Orange,Hyderabad
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2018,32.5,Third Party insurance,80000,12.9,7,Others,Hyderabad
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,6.72,Third Party insurance,88126,21.21,5,White,Hyderabad
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,9.81,Third Party insurance,72563,18.15,5,White,Hyderabad
Lpg,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,2.2,Third Party insurance,90000,21.1,5,Gray,Hyderabad
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2016,8.04,Third Party insurance,88060,13.0,5,White,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,8.0,Third Party insurance,20000,22.38,5,White,Hyderabad
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2015,9.5,Comprehensive,119000,12.99,7,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,6.0,Third Party insurance,60000,18.6,5,Others,Hyderabad
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2020,35.95,Third Party,45000,12.4,7,Golden,Hyderabad
Diesel,MUV,Automatic,2,Kia,Kia Carnival,2021,26.5,Third Party insurance,80000,14.11,7,Black,Hyderabad
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2020,14.75,Third Party insurance,95315,20.5,5,Black,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2013,2.63,Third Party insurance,100000,20.51,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2010,2.45,Third Party insurance,31000,17.92,5,Red,Hyderabad
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,7.77,Comprehensive,109271,24.3,5,Silver,Hyderabad
Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,2019,5.07,Zero Dep,47844,20.89,5,Silver,Hyderabad
Petrol,MUV,Manual,2,Maruti,Maruti XL6,2021,10.5,Third Party insurance,80000,19.01,6,Others,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.97,Third Party,62438,18.9,5,Blue,Hyderabad
Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,2013,4.11,Third Party insurance,89318,18.5,5,White,Hyderabad
Diesel,MUV,Automatic,2,Kia,Kia Carnival,2021,26.0,Third Party insurance,90000,14.11,7,Black,Hyderabad
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Santro,2019,5.29,Zero Dep,29200,20.3,5,Others,Hyderabad
Petrol,SUV,Automatic,1,MG,MG Hector,2020,19.5,Third Party insurance,40000,13.96,5,Others,Hyderabad
Petrol,Sedan,Automatic,1,Honda,Honda City,2019,9.16,Third Party insurance,96940,18.4,5,White,Hyderabad
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.42,Comprehensive,65850,17.0,5,Black,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,2.9,Third Party insurance,90000,20.36,5,Maroon,Hyderabad
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro,2019,5.25,Third Party,38264,20.3,5,Silver,Hyderabad
Petrol,SUV,Automatic,1,Renault,Renault Duster,2018,8.95,Third Party insurance,47000,14.99,5,Red,Hyderabad
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2019,36.0,Third Party insurance,77027,12.9,7,White,Hyderabad
Petrol,Sedan,Manual,1,Honda,Honda City,2009,3.85,Third Party insurance,78000,16.8,5,White,Hyderabad
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV300,2019,10.0,Third Party insurance,70000,20.0,5,Blue,Hyderabad
Petrol,Sedan,Manual,1,Skoda,Skoda Octavia,2008,3.0,Third Party insurance,112000,12.8,5,Black,Hyderabad
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2013,5.15,Third Party insurance,138000,22.32,5,White,Hyderabad
Diesel,Hatchback,Manual,1,Ford,Ford Figo,2010,2.99,Third Party insurance,51000,20.0,5,Others,Hyderabad
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,2.68,Third Party insurance,83462,20.36,5,Red,Hyderabad
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,4.83,Third Party,26494,21.74,5,Brown,Hyderabad
Diesel,SUV,Automatic,1,BMW,BMW X1,2011,12.99,Third Party insurance,82000,17.05,5,Blue,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,6.18,Comprehensive,68101,21.4,5,Orange,Hyderabad
Diesel,Hatchback,Automatic,2,Maruti,Maruti Swift,2018,6.91,Comprehensive,99105,28.4,5,Others,Hyderabad
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2016,10.0,Third Party insurance,90000,19.67,5,Others,Hyderabad
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2017,6.53,Comprehensive,70424,19.12,5,Others,Hyderabad
Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2018,9.9,Third Party insurance,98000,24.3,5,White,Hyderabad
Diesel,Sedan,Manual,2,Honda,Honda City,2014,5.37,Third Party insurance,79189,25.1,5,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2011,2.53,Comprehensive,115218,18.9,5,Others,Hyderabad
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,3.99,Third Party insurance,120000,17.01,5,Others,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,4.71,Third Party insurance,119106,22.38,5,Silver,Hyderabad
Petrol,Sedan,Manual,2,Honda,Honda City,2011,3.4,Third Party insurance,60000,17.0,5,Gray,Hyderabad
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,6.59,Third Party insurance,60000,28.4,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.7,Third Party insurance,80000,22.05,5,Others,Hyderabad
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.0,Third Party insurance,143000,22.9,5,White,Hyderabad
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2018,7.0,Third Party insurance,50000,25.2,5,Gray,Hyderabad
Diesel,Sedan,Automatic,1,Volkswagen,Volkswagen Passat,2011,7.5,Third Party insurance,105000,14.3,5,Brown,Hyderabad
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2016,20.0,Third Party insurance,110000,11.36,7,Others,Hyderabad
Petrol,Sedan,Manual,1,Honda,Honda City,2011,3.6,Third Party insurance,80000,17.0,5,Golden,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2013,3.68,Third Party,121617,22.38,5,Silver,Hyderabad
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2015,5.56,Comprehensive,83825,15.04,5,White,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.26,Not Available,92299,18.6,5,Black,Hyderabad
Diesel,SUV,Automatic,2,Maruti,Maruti Vitara Brezza,2018,9.61,Zero Dep,50643,24.3,5,Silver,Hyderabad
Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2018,7.93,Zero Dep,110243,18.49,7,Silver,Hyderabad
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2012,9.9,Third Party insurance,92721,14.84,5,Silver,Hyderabad
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2016,9.51,Comprehensive,93104,13.0,5,White,Hyderabad
Petrol,Sedan,Manual,3,Toyota,Toyota Corolla Altis,2008,3.0,Not Available,83858,14.53,5,Champagne Mica Metallic,Hyderabad
Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,2021,5.67,Third Party,48869,19.02,7,Silver,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,2.98,Comprehensive,86555,24.39,5,Black,Hyderabad
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2011,3.5,Third Party insurance,60000,15.04,5,Others,Hyderabad
Petrol,MUV,Manual,1,Renault,Renault Triber,2022,6.74,Zero Dep,39316,20.0,7,Silver,Hyderabad
Diesel,SUV,Manual,2,Renault,Renault Duster,2014,4.5,Third Party insurance,110000,20.45,5,Brown,Hyderabad
Diesel,Hatchback,Manual,2,Tata,Tata Bolt,2016,2.7,Third Party insurance,100000,22.95,5,White,Hyderabad
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2020,10.0,Third Party insurance,60000,18.27,5,Others,Hyderabad
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.5,Third Party insurance,100000,16.0,7,Others,Hyderabad
Diesel,Sedan,Manual,2,Skoda,Skoda Laura,2012,4.5,Third Party insurance,110000,20.0,5,Others,Hyderabad
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2011,17.25,Third Party insurance,135000,19.24556842105263,5,White,Hyderabad
Petrol,SUV,Automatic,1,Toyota,Toyota Urban cruiser,2022,11.75,Comprehensive,19500,18.76,5,Brown,Hyderabad
Petrol,Sedan,Automatic,1,Honda,Honda Amaze,2021,9.4,Comprehensive,22127,18.3,5,MODERN STEEL METALLIC,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,2.51,Comprehensive,78010,22.05,5,Silver,Hyderabad
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2021,9.88,Third Party,14087,15.9,5,Brown,Hyderabad
Electric,SUV,Automatic,1,MG,MG ZS EV,2022,26.75,Third Party insurance,30000,19.24556842105263,5,White,Hyderabad
Diesel,SUV,Manual,1,Tata,Tata Nexon,2022,11.57,Comprehensive,55253,21.19,5,Black,Hyderabad
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,15.98,Zero Dep,63008,16.5,5,Silver,Hyderabad
Electric,SUV,Automatic,1,MG,MG ZS EV,2022,26.75,Third Party insurance,22000,19.24556842105263,5,White,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,2.66,Third Party insurance,73944,22.05,5,Silver,Hyderabad
Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2021,32.75,Third Party insurance,37000,15.1,5,Brown,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2017,2.79,Third Party,52052,22.05,5,Red,Hyderabad
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,4.65,Third Party insurance,42399,18.9,5,White,Hyderabad
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,2.1,Third Party insurance,50000,26.59,5,Others,Hyderabad
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,5.49,Zero Dep,64584,32.52,5,Silver,Hyderabad
Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2014,3.45,Third Party insurance,44000,15.37,5,Grey,Hyderabad
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2017,3.0,Not Available,101434,23.01,5,White,Hyderabad
Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2019,4.95,Comprehensive,13500,19.71,5,Silver,Hyderabad
Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2017,4.75,Third Party insurance,75000,21.66,5,Brown,Hyderabad
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,4.45,Comprehensive,75000,22.32,5,White,Hyderabad
Petrol,Sedan,Manual,1,Honda,Honda City,2010,1.65,Not Available,96402,17.0,5,Bold Beige Metallic,Hyderabad
Petrol,SUV,Automatic,1,MG,MG Hector Plus,2021,14.91,Not Available,20225,19.24556842105263,6,Starry Black,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2016,2.9,Third Party insurance,55000,19.81,5,Red,Hyderabad
Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,8.6,Comprehensive,44641,17.33,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,2.41,Third Party,83958,20.36,5,Red,Hyderabad
Diesel,SUV,Manual,3,Mahindra,Mahindra Scorpio,2006,1.21,Not Available,124406,10.5,7,White,Hyderabad
Petrol,SUV,Automatic,2,Tata,Tata Nexon,2018,8.17,Comprehensive,35226,17.0,5,Blue,Hyderabad
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i10,2011,3.3,Third Party,75552,16.95,5,Black,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,1.85,Comprehensive,107972,20.36,5,Sleek Silver,Hyderabad
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2019,5.68,Third Party insurance,46451,19.44,5,White,Hyderabad
Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2021,4.7,Not Available,28220,16.11,5,Silver,Hyderabad
Petrol,Hatchback,Automatic,1,Maruti,Maruti S-Presso,2019,4.57,Comprehensive,77415,21.7,5,Blue,Hyderabad
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,10.22,Zero Dep,47314,18.15,5,Blue,Hyderabad
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2017,3.12,Third Party insurance,50000,24.04,5,Others,Hyderabad
Diesel,Hatchback,Manual,2,Tata,Tata Indica,2012,1.17,Third Party insurance,120000,19.4,5,Others,Hyderabad
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2018,8.7,Third Party insurance,40000,21.13,5,Black,Hyderabad
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,2.85,Third Party insurance,80000,19.4,5,White,Hyderabad
Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2018,28.0,Third Party insurance,120000,14.24,7,Others,Hyderabad
Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2020,5.2,Comprehensive,16415,19.71,5,Grey,Hyderabad
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,2008,1.0,Third Party insurance,110000,19.7,5,Others,Hyderabad
Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2019,5.5,Comprehensive,30564,20.52,5,Grey,Hyderabad
Diesel,Hatchback,Manual,2,Ford,Ford Figo,2011,1.85,Third Party insurance,90000,20.0,5,White,Hyderabad
Petrol,MUV,Manual,3,Datsun,Datsun GO Plus,2019,4.31,Third Party insurance,62674,19.83,7,Silver,Hyderabad
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2018,6.31,Third Party,61710,18.2,5,Brown,Hyderabad
Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2012,4.76,Third Party insurance,95000,22.32,5,White,Hyderabad
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,11.19,Third Party insurance,99215,17.01,5,Silver,Hyderabad
Diesel,SUV,Automatic,1,Tata,Tata Nexon,2019,10.02,Zero Dep,46034,21.5,5,Orange,Hyderabad
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2014,6.85,Third Party,20000,16.02,7,White,Hyderabad
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2013,3.47,Third Party insurance,60993,19.4,5,Red,Hyderabad
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2015,6.5,Third Party insurance,90000,16.0,7,Others,Hyderabad
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,7.56,Third Party insurance,71821,28.4,5,Red,Hyderabad
Petrol,SUV,Manual,1,MG,MG Hector,2021,15.81,Third Party,2486,15.81,5,Black,Hyderabad
Petrol,Sedan,Automatic,3,Honda,Honda Civic,2006,2.3,Third Party insurance,60000,12.9,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,5.84,Comprehensive,12740,20.7,5,Silver,Hyderabad
Electric,SUV,Automatic,1,Tata,Tata Nexon EV Prime,2022,15.0,Third Party insurance,30000,19.24556842105263,5,Others,Hyderabad
Diesel,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,4.0,Not Available,79079,24.0,5,Fiery Red,Hyderabad
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2022,5.35,Comprehensive,28522,19.33,5,White,Hyderabad
Electric,Sedan,Automatic,1,Mahindra,Mahindra E Verito,2018,4.1,Third Party insurance,67200,19.24556842105263,5,White,Hyderabad
Electric,Sedan,Automatic,1,Mahindra,Mahindra E Verito,2018,2.95,Third Party insurance,50000,19.24556842105263,5,White,Hyderabad
Diesel,Sedan,Automatic,1,Volvo,Volvo S60,2018,22.0,Third Party insurance,46000,27.03,5,Black,Hyderabad
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio N,2022,21.2,Third Party insurance,20000,19.24556842105263,7,Others,Hyderabad
Diesel,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,3.1,Third Party insurance,80000,25.32,5,Red,Hyderabad
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2017,3.37,Third Party insurance,29011,23.01,5,Silver,Hyderabad
Petrol,SUV,Manual,1,Kia,Kia Seltos,2020,12.59,Comprehensive,42372,16.8,5,Red,Hyderabad
Petrol,SUV,Automatic,2,Mahindra,Mahindra Thar,2021,14.0,Not Available,23147,19.24556842105263,4,Grey,Hyderabad
Diesel,Sedan,Manual,1,Honda,Honda City,2022,12.91,Comprehensive,22310,24.1,5,Black,Hyderabad
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.98,Comprehensive,18732,26.0,5,Others,Hyderabad
Diesel,Sedan,Manual,1,Toyota,Toyota Etios,2016,4.7,Not Available,95417,23.59,5,Symphony Silver,Hyderabad
Petrol,Sedan,Automatic,2,Honda,Honda City,2014,5.45,Comprehensive,62015,18.0,5,Red,Hyderabad
Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,8.95,Third Party insurance,54000,14.7,5,Black,Hyderabad
Petrol,Hatchback,Automatic,2,Renault,Renault KWID,2019,4.27,Third Party insurance,51237,23.01,5,Red,Hyderabad
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2017,5.59,Comprehensive,36140,20.14,5,White,Hyderabad
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2018,6.5,Third Party insurance,80000,28.4,5,Others,Hyderabad
Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,4.43,Third Party insurance,70895,26.0,5,White,Hyderabad
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,4.8,Third Party insurance,90000,24.0,5,Others,Hyderabad
Petrol,Sedan,Manual,1,Tata,Tata Tigor,2020,6.6,Third Party insurance,60000,19.28,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2007,1.45,Third Party insurance,70237,21.79,5,White,Hyderabad
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2007,1.65,Third Party insurance,89592,17.0,5,Blue,Hyderabad
Diesel,Sedan,Manual,1,Chevrolet,Chevrolet Cruze,2010,3.8,Third Party insurance,79333,18.3,5,White,Hyderabad
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,4.5,Third Party insurance,82144,23.4,5,White,Hyderabad
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2018,23.0,Third Party insurance,40000,22.69,5,Others,Hyderabad
Diesel,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2015,5.0,Not Available,129517,21.21,5,Blue,Hyderabad
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro,2019,5.31,Comprehensive,39881,20.3,5,Others,Hyderabad
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2021,7.44,Comprehensive,12280,18.5,5,Others,Hyderabad
Diesel,Sedan,Manual,1,Tata,Tata Manza,2011,2.0,Third Party insurance,70000,21.12,5,Others,Hyderabad
